path,sentence,15_/checkpoint-13600,classla/wav2vec2-xls-r-sabor-hr,16_/checkpoint-3600
/home/peterr/macocu/task6_speech/data/00021494a.flac.wav,ono što bih na kraju htjela reći da je zaista najvažnije da kao društvo stvarno počnemo živjeti ravnopravnost spolova,ono što bih na kraju htjela reći da je zaista najvažnije da kao društvo stvarno počne mo živjeti javno pravnost spolova,ono što bih na kraju htjela reći da je zaista najvažnije da kao društvo stvarno počnemo živjeti javn pravnost polova,ono što bih na kraju htjela reći da je zaista najvažnije da kao društvo stvarno počnemo živjeti ravnopravnost spolova
/home/peterr/macocu/task6_speech/data/00021494b.flac.wav,da na to svakodnevno potičemo da odgajamo našu djecu u tom duhu kako bi im to postala životna vrijednost koja se živi,da na to svakodnevno potičamo da odgajamo našu djecu u tom duhu dako bi im to postala život na vrijednost koja se živi,da na to svakodnevno potičemo da odgajamo našu djecu u tom duhu kako bi im to postala život na vrijednost koja se živi,da na to svakodnevno potičemo da odgajamo našu djecu u tom duhu dako bi im to postala životna vrijednost koja se živi
/home/peterr/macocu/task6_speech/data/00021494c.flac.wav,a ne tema o kojoj se stalno govori i o kojoj se proklamira bez stvarne volje i želje da u društvu i zaživi,a ne tema o kojoj se stalno govori i o kojoj se proklamira bez stvarne volje i želje da u društvu izaživi,a ne tema o kojoj se stalno govori i o koja se proklamira besstvarne volje iželje da u društvu izaživi,a ne tema o kojoj se stalno govori i o kojoj se proklamira bez stvarne volje i želje da u društvu izraživi
/home/peterr/macocu/task6_speech/data/00021495a.flac.wav,svatko od nas bi trebao reagirati kad svjedoči bilo kakvoj diskriminaciji na osnovi spola,svatko od nas bi trebao reagirati kada sjedoči bilo kakvoj diskriminaciji na osnovi spola,stvatko od nas bi trebao reagirati kad sjedoči bilo kakvoj distkriminaciji na osnovi spola,svatko od nas bi trebao reagirati kada svjedoči bilo kakvoj diskriminaciji na osnovi spola
/home/peterr/macocu/task6_speech/data/00021495b.flac.wav,a ne se okrenuti kao da se njega to ne tiče i otići a svjedočimo svakodnevno da su žene i u našim trgovačkim centrima,a ne se okrenuti kao da se njega to netječe i otići a sjedočimo svakodnevno da su žene i u našim trgovačkim centrima,a ne s se okrenuti kao da se njega to ne tiče i otići a sjedočimo svakodnevno da su žlene i u našim trgovačkim centrima,a ne se okrenuti kao da se njega to ne tječe i otiči a svjedočimo svakodevno da su žene i u našim trgovačkim centrima
/home/peterr/macocu/task6_speech/data/00021495c.flac.wav,u stvari slabo plaćena radna snaga koja radi i preko osam sati svakodnevno ne budu plaćene za taj rad dodatno,u stvari slaboplaćena radna snaga  koja radi i preko osam sati svakodnevno ne budu plaćene za taj rad dodatno,u stvari slavo plaćenaje radna snaga koja radi i preko osam sati svakodnevno ne budu plaćene za taj rad dodatno,u stvari slabo plaćena radna snaga koja radi i preko osam sati svakodnevno ne budu plaćene za taj rad dodatno
/home/peterr/macocu/task6_speech/data/00021496a.flac.wav,isto tako da su mnoge naše mlade kolegice na intervjuima za posao najčešće upitane,isto tako da su mnoge naše mlade kolegice na intervjuvima zaposao najčešće upitane,isto tako da su mnoge naše mlade kolegice na intervjuima zaposalo najčešće upitane,isto tako da su mnoge naše mlade kolegice na intervjuima za posao najčešće upitane
/home/peterr/macocu/task6_speech/data/00021496b.flac.wav,već udane da li imaju djecu ili nemaju i kad ih planiraju imati što zaista mislim da nije u redu da nije zakonito prije svega,ćudane da li imaju djecu ili nemaju i kada i planiraju imati što zaista mislim da nije u redu da nije zakonito prije svega,be tudame da li imaju u djecu ili nemaju kad i planiraju imati što zaista mislim da nije u redu da nije zakonito prije svega,ve čudane da li imaju djecu ili nemaju kada ih planiraju imati što zaista mislim da nije u redu da nije zakonito prije svega
/home/peterr/macocu/task6_speech/data/00021497.flac.wav,ali na žalost pogotovo u privatnim tvrtkama to je vrlo čest slučaj ,ali nažalost pogotovo u privatnim tcvrtkama to je vrlo čest slučaj,ali nažalost pogotovo u privatnim tvrtkama to je vrlo čest slučaj,ali nažalost pogotovo u privatnim tvrtkama to je vrlo čest slučaj
/home/peterr/macocu/task6_speech/data/00021498a.flac.wav,kada bismo svi počeli svakodnevno na to reagirati znači stvarno djelovati na tome da se ravnopravnost na taj način postigne onda,sada bismo svi počeli svakodnevno na to reagirati znači stvarno djelovati na tome da se ravnopranost na taj način postigne onda bismo,sada bismo svi počeli svakodnevno na to regirati znači stvarno djelovati na tome da se ravn o pravnost na taj način postigne ondabsmo,kada bismo svi  počeli svakodnevno na to reagirati znači stvarno djelovati na tome da se ravnopravnost na taj način postigne onda bismo
/home/peterr/macocu/task6_speech/data/00021498b.flac.wav,sigurno tu ravnopravnost bolje živjeli i doživjeli nego samo o tome govoriti i proklamirati je kao pravo,sigurno tu ravno pravnot bolje živjeli i doživjeli nego samo o tome govoriti i proklamirati je kao pravo,sigurno turavnopravnost bolje živjeli i doživjeli nego samo o tome govoriti i proklamirati je kao pravo,sigurno tu ravnopravnost bolje živjeli i doživjeli nego samo o tome govoriti i proklamirati je kao pravo
/home/peterr/macocu/task6_speech/data/00021499.flac.wav,imamo nekoliko replika ,imamo nekoliko replika,imamo nekoliko replika,imamamo nekoliko replika
/home/peterr/macocu/task6_speech/data/00021500.flac.wav,prva se za repliku javila uvažena kolegica ana komparić devčić ,pve a aepliku javila uvažena kolegica ana kompar is devčić,prde a repliku javila uvažena kolegica anakomparistdevčić,prvi se za repliku javila uvažena kolegica ana komparis devčić
/home/peterr/macocu/task6_speech/data/00021501.flac.wav,zahvaljujem gospodine potpredsjedniče ,zahvaljujem gospodine potpredsjedniče,zahvaljujem gospodine potpredsjedniče,zahvaljujem gospodine potpredsjedniče
/home/peterr/macocu/task6_speech/data/00021502a.flac.wav,pa poštovana kolegice danas mogu zaključiti u ovoj sabornici,pa poštovana kolegice tanas mogu zaključiti u ovoj sabornici,pa poštovana kolegice tanas mogu zsaključiti u ovoj sabornici,pa poštovana kolegice tanas mogu zaključiti u ovoj sabornici
/home/peterr/macocu/task6_speech/data/00021502b.flac.wav,i lijeva i desna kako god ćemo zvati strana mi kolegice a zapravo diskutiramo isto,i lijeva i desnie kako god ćemo zvat strana mi kolegice ja zapravo diskutiramo isto,i lijeva i desnkako godćemo zvati strana mi kolegice jazapravo diskutiramo isto,i lijeva i desne kako god ćemo zvati strana mi kolegice ja zapravo diskutiramo isto
/home/peterr/macocu/task6_speech/data/00021503a.flac.wav,zapravo imamo slične ili potpuno iste stavove i smatram da ovaj zakon,zapravo imamo slične ili potpuno iste stavove i smatramo da ovaj zakon,zapravo imamo slične ili potpuno iste stavove i smatramo da ovaj zakon,zapravo imamo slične ili potpuno iste stavove i smatramo da ovaj zakon
/home/peterr/macocu/task6_speech/data/00021503b.flac.wav,koji je pred nama nije rješenje i želimo da se on mijenja,koji je pred nama nije zapravo rješenje i želimo da se on mijenja,kojie pred nama nije zapravo rješenje i želimo da se on mijenja,kojje pred nama nije zapravo rješenje i želimo da se on mijenja
/home/peterr/macocu/task6_speech/data/00021504a.flac.wav,klub esdepea je rekao da će podržati ove izmjene naravno ali zaista apeliram i vaša rasprava je bila odlična,klub esdepea je rekao da će podržati ove izmjene naravno ali zaistaimn apeliram i vaše rasprave vilo odlična,klub esdepea je rekao da će podržati ove izmjene naravno ali zaistino apeliram i vaš raspravi bila odlično,klub esdepea je rekao da će podržati ove izmjene naravno ali zaistino apeliram i vaš raspava je vila odlična
/home/peterr/macocu/task6_speech/data/00021504b.flac.wav,i ponudili ste nekoliko rješenja za koja se i mi zalažemo to je takozvani zip sistem,i imate ponudili ste nekoliko rješenja za koje se i mi zalažemo to je ta takozvani zpsistem,i imate ponudili ste nekoliko rješenja za koje se im mi zalažemo to je tajtakozvani dipsistem,i imate ponudili ste nekoliko rješenja za koje se i mi zalažemo to je taj takozvani zpsistm
/home/peterr/macocu/task6_speech/data/00021505.flac.wav,to bi bio veliki iskorak kada bi se takav jedan zakon donio u ovom visokom domu ,to bi bio veliki iskorak kada bi se tako vjedan zakon donio u ovom visokom domu,to bi bio veliki iskorak kada bi se takav jedan zakon donio u ovom visokom domu,to bi bio veliki iskorak kad bi se takav jedan zakon donio u ovom visokom domu
/home/peterr/macocu/task6_speech/data/00021506a.flac.wav,nisam sigurna da postoji još uvijek hrabrost za tako nešto ali sjećam se da je i sadašnja državna tajnica kada je govorila o izvješću pravobraniteljice o ravnopravnosti spolova itekako se,nisam sigurn da postoji hrabrost za tako nešto ali sjećam se da je sadačna državna tajnica d je govorilo  rankada je govoril o izvjeću pravobraniteljicu  ravnopravnosti spolova itekako se,nisam sigurnan da postoji sj hrabrost za tako nešto ali sjećam se da je i sadajn državna tajnica kad je ovrilo o ravnopravnokad e ovril o izješu pravobranitelji u ravnopravnosti spolova itekako se,nisam sigura da postoji još uvjek hrabrost za tako nešto ali sjećam se da je i sadašnja državna tajnica kad je govorila o izvješću o pravobraniteljnici u ravnopravnosti spolova itekako se
/home/peterr/macocu/task6_speech/data/00021506b.flac.wav,se zalagala za sve ovo što o čemu mi danas govorimo pa se nadam da će uskoro pred nas doći upravo jedan takav zakon koji će obuhvatiti sve ovo što smo mi danas govorile i naši kolege koji su nas u tome podržali,zalagala za sve ovo što očemu mi danas govorimo pa se nadam da će uskoro pred nas doći upravo jedan takav zakon koji će obuhvatiti sve ovo što smo mi danas zapravo ogovorila i naši kolega koji su nas u tome podržali,zalagala za sve ovo što očemu mi danas govorimo pa se nadam da će uskoro pred nas doći upravo jedan takav zakon koji će obuhvatiti sve ovo što smo mi danas zapravoogovorile i naše kolege koji su nas u tome podržali,zalagala za sve ovo što o čemu mi danas govorimo pa se nadam da će uskoro pred nas doći upravo jedan takav zakon koji će obuhvatiti sve ovo što smo mi danas zapravo govorile i naše kolege koji su nas u tome podržali
/home/peterr/macocu/task6_speech/data/00021507.flac.wav,u principu u potpunosti podržavam vašu raspravu i apeliram da vi iz kluba hadezea utječete da se taj zakon što prije mijenja ,u principu potpunosti podržavam vašu raspravu i apeliram da vis kluba hadezea utječete da se taj zakon što prije mijenja,u principu  potpunosti podržavam vašu raspravu i apeliram da vi iz kluba hadezea utječete da se taj zakon što prije mijenja,jau principu potpunosti podržavam vašu raspravu i apeliram da vi iz kluba hadezea utječete da se taj zakon što prije mijenja
/home/peterr/macocu/task6_speech/data/00021508.flac.wav,odgovor uvažena kolegica marija jelkovac ,odgoeuvžena kolegica marija jelkovac,odgovoruvaena kolegica marija jelkovac,odgovor uvažena kolegica marija jelkovac
/home/peterr/macocu/task6_speech/data/00021509.flac.wav,pa poštovana kolegice hvala vam ,otoanakolegice hvala vam,poona kolegice hvala vam,poštovna kolegice hvala vam
/home/peterr/macocu/task6_speech/data/00021510a.flac.wav,ja ustvari mislim da po ovom pitanju ne smijemo biti odijeljene što se tiče klubova,u stvari mislim da po na ovom pitanju ne smijemo biti odijeljena što se tiče klubova,a stvari mislim da po na ovom pitanju ne smijemo biti odijeljena što se tiče klubova,ustvari mislim da na ovom pitanju ne smijemo biti odijeljene što se tiče klubova
/home/peterr/macocu/task6_speech/data/00021510b.flac.wav,da prije svega kada govorimo o ravnomjernoj zastupljenosti žena,da prije svega kada govorimo o zastupljenosti ravnomjarnoj zastuplenosti žena,da prije svega kada govorimo o zastupljenosti ravnomjernoj zastupljenosti žleena,da prije svega kada govorimo o zastupljenosti ravnomjernoj zastupljenosti žena
/home/peterr/macocu/task6_speech/data/00021510c.flac.wav,moramo biti jedinstvene kako bi lakše postigle tu ravnopravnost i ostvarile naše ciljeve,moramo biti jedinstvena kako bi lakše postigle tu ravnopravnosti ostvarile naše ciljeve,moramo biti jedinstvene kako bi lakše postigle turavnopravnosti ostvarile naše ciljeve,moramo biti jedinstvene kako bi lakše postigle tu ravnopravnosti ostvarile naše ciljeve
/home/peterr/macocu/task6_speech/data/00021511a.flac.wav,naime mislim da općenito u borbi za ravnopravnost žena,ke mislim da općenito u borbi za ravnopravnost žena,ae mislim da općenito u borbi za ravnopravnost žena,name mislim da općenito u borbi za ravnopravnost žena
/home/peterr/macocu/task6_speech/data/00021511b.flac.wav,sve mi trebamo biti solidarnije jedna s drugom i da ćemo na taj način lakše postići naše ciljeve,sve mi trebamo biti solidarnije jednom sa drugom i da ćemo na taj način lakše postići naših ciljevea,sve mi trebamo biti solidarnije i jedno s drugom i da ćemo na taj način lakše postići naše ciljebe,sve mi trebamo biti solidarnije jednom s drugom i da ćemo na taj način lakšo postići naše ciljeve
/home/peterr/macocu/task6_speech/data/00021512.flac.wav,dakle mi ne možemo sada usvojiti ove kratke izmjene zakona jer je ovo prvo čitanje ,dakle mi ne možemo sada usvojiti ove kratke izmjene zakona jer ovo pro čitanje,dakle mi ne možemo sada usvojiti ove kratke izmjene zakona j ovo prvočitanje,ale mi ne možemo sada usvojiti ove kratke izmjene zakona jer ovo prvo čitanje
/home/peterr/macocu/task6_speech/data/00021513a.flac.wav,a ovo što sam ja predlagao da se izmjeni može se usvojiti u isto vrijeme da se u članku šest zakona o financiranju političke aktivnosti i izborne promidžbe,a ovo što sam ja predlagalo da se izmijeni može se usvojiti i u isto vrijeme da su u članku šest zakona o financiranju politike aktivnosti izborne promedžbe,a ovo što sam ja predlagao da se izmijeni moed seusvojiti i u isto vrijeme da su u članku šest zakon o inanciranju politik aktivnosti izborne promedbe,a ovo što sam ja predlao da se izmjeni može se usvojiti i u isto vrijeme da su u članku šest zakona o financiranju političke aktivnosti izborne promidžbe
/home/peterr/macocu/task6_speech/data/00021513b.flac.wav,deset posto zamijeni s pedeset puno bi veći bio učinak od prekršajnih odredbi koje sada imamo,deset posto ani pedeset i puno je dakle puno bi veći bili učinak od prekršanih odredbi koje sada imamo,deset posto zamijenis pedeset i puno je dakle puno bi ve bili učinak od prekranih odredbi koje sad imamonaime,deset posto zamijeni s pedeset i puno je dakle puno bi već bilo učinak kod prekršanih odredbi koje sad imamo
/home/peterr/macocu/task6_speech/data/00021514.flac.wav,a za jednog zastupnika odnosno zastupnicu u mandatu sabora dobije se sto dvadeset tisuća kuna više iz proračuna ,a za jednog zastupnika odnosno zastupnicu u mandatu sabora dobije se sto dvadeset tisuća kuna više iz proračuna,a za jednog zastupnika odnosno zastupnicu u mandatu sabora dobije se sto dvadeset tisuća kuna više iz proračuna,a za jednog zastupnika odnosno zastupnicu u mandatu sabora dobije se sto dvadeset tisuća kuna više iz proračuna
/home/peterr/macocu/task6_speech/data/00021515.flac.wav,dakle duplo više za jednoga nego šta je kazna za političku stranku za cijeli mandat ,dake dupulo više za jednoga nego što je kazna za političku stranku za cijeli mandat,dakle duplo više za jednoga nego što je kazna za polititku stranku za cijeli mandatt,e duplo više za jednoga nego što je kazna za političku stranku za cijeli mandat
/home/peterr/macocu/task6_speech/data/00021516.flac.wav,odgovor uvažena kolegica jelkovac ,odgoeuažena kolegica jelkovac,odgorrvaena kolegica jelkovac,odgovr uvaena kolegica jelkovac
/home/peterr/macocu/task6_speech/data/00021517.flac.wav,poštovani kolega bauk ,poštovani kolega bauk,poštovani kolega bauk,poštovani kolega bauk
/home/peterr/macocu/task6_speech/data/00021518.flac.wav,u svojoj raspravi nisam se osvrtala na vaš prijedlog ali smatram da je on jedan od mogućih rješenja o kojima se može raspraviti i razmisliti ,u svojoj raspravi nisam se osvrtala na vaš prijedlog ali smatram da je on jedan od mogućih rješenja o kojima se može raspraviti razmisliti,us raspravi nisam se osvrtala na vaš prijedlog ali smatram da je on jedan od mogućih rješenja o kojima se može raspraviti i razmisliti,u svojoj raspravi nisam se osvrtala na vaš prijedlog ali smatram da je on jedan od mogućih rješenja o kojima se može raspraviti razmisliti
/home/peterr/macocu/task6_speech/data/00021519a.flac.wav,možda je dobar zato što se njime ustvari u startu kod kandidiranja ne kažnjavaju male stranke koje tek ulaze u svijet politike,mošda je dobar zato što se njime u stvari u startu kod kandidiranja ne kažnjavaju male stranke koje tek ulaze u svjet politike,odaje dobar zato što se njime ustvari  startu kod kandidiranja ne kažnjavaju male stranke koje tek ulaze u svijet politike,možda je dobar zato što se njime ustvari u startu kod kandidiranja ne kažnjavaju male stranke koje tek ulaze u svijet politike
/home/peterr/macocu/task6_speech/data/00021519b.flac.wav,koje možda nemaju u startu dovoljno žena odnosno podzastupljenog spola kako bi ih uopće stavio,koje možda nemaju startu dovoljno žena odnosno podzastupnjenog spola ka ako bi h uopće stavio,koje možda nemaju u startu dovoljno žena odnosno podzastupnjinog spola kako bi ih uopće stavio,koje možda nemaju startu dovoljno žena odnosno podzastupljenog spola kako bi i uopće stavio
/home/peterr/macocu/task6_speech/data/00021520.flac.wav,ali evo smatram da je prijedlog svakako za razmatranje ,a evo smatram da je prijedlog svakako za razmatranje,pevo smatram da je prijedlog svakako za razmatranje,pa evo smatram da je prijedlog svakako za razmatranje
/home/peterr/macocu/task6_speech/data/00021521.flac.wav,zahvaljujem potpredsjedniče ,zahvaljujem potpredsjedniče,zahvaljujem potpredsjedniče,zahvaljujem potpredsjedniče
/home/peterr/macocu/task6_speech/data/00021522.flac.wav,kolegice jelkovac u potpunosti se slažem s vama da mi to možemo sve lijepo napisati u zakonu i kroz zakonske provedbe provesti ,kolegice i jelkovac u potpunosti se slažem sa vama da mi to možemo sve lijepo napisati u zakonu i kroz zakonske odredbe provesti,kolegice jelkovac u potpunosti se slažem s vama da mi to možemo sve lijepo napisati u zakonu i kroz zakonske odredbe provesti,kolegice jelkovac u potpunosti se slažem s vama da mi to možemo sve lijepo napisati u zakonu i kroz zakonske odredbe provesti
/home/peterr/macocu/task6_speech/data/00021523.flac.wav,no ono što je bitno kao što ste i sami rekli kakve su zapravo kakvo je stanje u društvu i da li stvarno živimo ono što smo napisali ,no ono što je bitno kao što ste sami rekli kako su zapravo kako je stanje u društvu i da li stvarno živimo to ono što smo napisali,n ono što je bitno kao što ste sami rekli kakve su zapravokakvo je stanje u društvu i da li stvarno živimoono što smo napisali,no ono što je bitno kao što ste sami rekli kakveu zapravo kakvo je stanje u društvu i da li stvarno živimo to ono što smo napisali
/home/peterr/macocu/task6_speech/data/00021524a.flac.wav,ono što je po mom mišljenju vrlo bitno da zapravo danas nažalost još uvijek postoji,ono što je po mom mišljenju vrlo bitno da zapravo danas na žalost još uvijek postoji,ono što je po mom mišljenju vrlo bitno da zapravo danas nažalost još uvijek postoji,ono što je po mom mišljenju vrlo bitno da zapravo danas nažalost još uvijek postoji
/home/peterr/macocu/task6_speech/data/00021524b.flac.wav,vrlo jasna i definirana podjela na muška i ženska zanimanja,vrlo jasna i definirana podjela na muška i ženska zanimanja,vrlo jasna i deinirana podjela na muška i ženska zanimanja,vrlo jasna i definirana podjela na muška i ženska zanimanja
/home/peterr/macocu/task6_speech/data/00021525a.flac.wav,ne bih rekao samo zanimanja nego kompletne strukovne grane koje dijelimo na muške i ženske i što se takvi stavovi usađuju već,ne bih rekao samo zanimanj njeu kompletne strukovne grane koje dijelimo na muške i ženske i što se takvi stavovi  usađuju,ne bih rekao samo zanimanje neu kompletne strukovne grane koje dijelimonamuške i ženske i što se takvi stavovi zapravo usaduju većo,ne bih rekao samo zanimanje nego kompletne strukovne grane koje dijelimo na muške i ženske i što se takvi stavovizapravo usađuju
/home/peterr/macocu/task6_speech/data/00021525b.flac.wav,osnovne škole srednje škole fakulteta i nastavljaju se dalje kroz samozapošljavanje žena na pojedinim mjestima,osnovne škole srednje škole fakulteta i nastavljaju se dalje znači kroz samo zapošljavanje žena na pojedinim mjestima,osnovne škole srednje škole akuliteta i nastavljaju se dalje znači kroz samo zapošljavanje žena na pojedinim jestima,osnovne škole srednje škole fakulteta i nastavljaju se dalje znači kroz samozapošljavanje žena na pojedinim mjestima
/home/peterr/macocu/task6_speech/data/00021526a.flac.wav,krenut ću samo iz nekakve svoje percepcije znači iz šumarstva iz kojega dolazim gdje je to vrlo često postavlja problem i moramo se pitati u kakvu poziciju stavljamo kolegice kada dolaze na razgovor,u samo i svoje nekakve percepcijenači iz šumarstva iz kojega dolazim gdje e to vrlo često postavlja problem i zapravo moramo se pitati u kakvu poziciju ustavljamo kolegice kada dolaze na razgovor,en u samo i svojenekakve perceptije znači iz šumarstva iz kojega dolazim gdje e to vrlo često postavlja problem i zapravo moramo se pitati u kakvu poziciju stavljamo kolegice kada dolaze na razgovor,su samo iz svoje nekakve percepcije znači iz šumarstva iz kojega dolazim gdje to vrlo često postavlja problem i zaa moramo se pitati u kakvu poziciju stavljamo kolegice kada dolaze na razgovor
/home/peterr/macocu/task6_speech/data/00021526b.flac.wav,kada dolaze na razgovor za posao i ne suočavaju se ajmo reći nekvalitetnim zakonom nego sa osobama koje su već izgrađene na način da razmišljaju o tome na jedan ili drugi način,za zapošljavanje na razgovor za posao i ne suočavaju se sa ajmo reći nene kvalitetnim zakonom nego sa osobama koje su već izgrađene na način da razmišljaju o tome na jedan ili na drugi način,za zapošljavanjeznači na razgovor zaposao i ne suočavaju se sajmo reći nenekvalitetnim zakonom nego sa osobama koje su već isgradene na način da razmišljaju o tome na jedan ili na drugi način,za zapošljavanje nčana razgovor za posao i ne suočavaju se sa ajmo reći enekvalitetnim zakonom nego sa osobama koje su već izgrađene na način da razmišljaju o tome na jedan ili na drugi način
/home/peterr/macocu/task6_speech/data/00021527a.flac.wav,ono što smatram da je vrlo bitno da trebamo početi mijenjati stvari od svojih sredina,ono što smatram da je vrlo bitno da trebamo početi mijenjati stvarizna od svojih sredina,ono što smatram da je vrlo bitno da trebamo početi mijenati stvariznači od svojih sredina,ono što smatram da je vrlo bitno da trebamo početi mijenjati stvari iznači od svojih sredina
/home/peterr/macocu/task6_speech/data/00021527b.flac.wav,iz vlastitih obitelji odgajajući djecu na takav način a također i sami smo kroz političko djelovanje,iz vlastitih obitelji znači odgajajući djecu na takav način također i sami smo kroz političko djelovanje,iz vlastitnih obitelji znači odgajajući djecu na takav način takoder i sami smo kroz političke djelovanje,iz vlastitih obitelji znači odgajajući djecu na takav način a također i sami smo kroz političko djelovanje
/home/peterr/macocu/task6_speech/data/00021527c.flac.wav,u velikoj mjeri odgovorni da svojim primjerom pokažemo da možemo uključiti i žene u politiku ne samo da to bude zbog određenih kvota,u velikoj mjeri je odgovorni da svojim primjerom pokažemoo da možemo uključiti i ženeu politiku ne samo da to bude zbog određenih kvota,u velikoj mjer odgovorni da svojim primjerom pokažemoda možemo uključiti i ženeu politiku ne samo da to bude zbog odredenih kvota,u velikoj mjeri odgovorni da svojim primjerom pokažemo da možemo uključiti i žene u politiku ne samo da to bude zbog određenih kvota
/home/peterr/macocu/task6_speech/data/00021527d.flac.wav,nego da uključimo obrazovane kvalitetne žene koje nam mogu u tome dijelu puno pomoći,nego da uključimo obrazovane kvalitetne znači žene koje nammogu u tome dijelu puno pomoći,nego da uključimo obrazovane kvalitetne znači žene koje nam mogu u tome dijelu puno pomoći,nego da uključimo obrazovane kvalitetne znači žene koje nam mogu u tome dijelu puno pomoći
/home/peterr/macocu/task6_speech/data/00021528a.flac.wav,naravno kolega postoje još uvijek takozvani muška i ženska zanimanja ali ja sam sretna što,naravno kolega postoji još uvijek tako zvani muška i žanska zanimanja ali ja sam sretano što se to,hvala lijepa naravnokolega postoji još uvijek takozvanamuška i anska zanimanja ali ja sam sretno štst,hvala iea naravno kolega postoje još uvijek takozvani muška i žanska zanimanja ali ja sam sretna što se to
/home/peterr/macocu/task6_speech/data/00021528b.flac.wav,s vremenom mijenja tako danas imamo i žene vojnike žene u misijama žene pilote,svremenomijenja tako danas imamo i žeane vojnike žene umisijama žane pilote,svremeno mijenja tako danas imamo i žanevojnikeženeumisijamažalne pilote,svremeno mijenja tako danas imamo i žane vojnike žene u misijama žane pilote
/home/peterr/macocu/task6_speech/data/00021529a.flac.wav,isto tako moram reći da smo svjedoci da u nekim zvanjima je sve manje muškaraca,isto tako moram reći da smo svjedoci da u nekim znanjima je sve manjemuškaraca,isto tako moram reći da smo sjedoci da u nekim znanjima je sve manje muškaraca,isto tako moram reći da smo svjedoci da u nekim zvanjima je sve manje muškaraca
/home/peterr/macocu/task6_speech/data/00021529b.flac.wav,tako da ćemo vjerojatno kroz neko vrijeme govoriti o nekim zvanjima gdje su podzastupljeni spol muškarci,tako da ćemo vjerojatno kroz neko vrijeme govoriti o nekim znanjima gdje su podzastuplnjili s polmuškarci,tako da ćemo vjerojatno kroz neko vrijeme govoriti o nekim znanjima gdje su podzastupini spomuškarci,tako da ćemo vjerojatno kroz neko vrijeme govoriti o nekim znanjima gdje su podzastupljeni spol muškarci
/home/peterr/macocu/task6_speech/data/00021530a.flac.wav,naravno da je sigurno da u društvu danas,naravno da je sigurno da u društvu danas,naravno da je sigurno da u društvu danas,naravno da je sigurno da u društvu danas
/home/peterr/macocu/task6_speech/data/00021530b.flac.wav,kada govorimo o ravnopravnosti spolova moramo biti prije svega svjesni činjenice da bez obzira na to,kad govorimo o ravnopravnosti i spolova moramo biti prije svega svjesni činjenicae da bez obzira na to što,kada govorimo o ravnopravnosti spolovaa moramo biti prije svega svjesni činjenice da bez obzira na toto,kada govorimo o ravnopravnosti spolova moramo biti prije svega svjesni činjenice da bez obzira na to što
/home/peterr/macocu/task6_speech/data/00021530c.flac.wav,veći broj žena visokoobrazovan manje ih je od muškaraca na rukovodećim funkcijama još uvijek one su pretežno izvršioci,veći broj žena visoko obrazovan manjih je odnuškaraca na rukovodećim funkcijama još uvijek one su pretežno izvršioci,daveći broj žena visoko obrazovani manjuih je od muškaraca na rukovodećim unkcijama još uvijek one su pretežno izvršioci,veći broj žena visoko obrazovan manjiih je od moškaraca na rukovodećim funkcijama još uvijek oni su pretežno izvršioci
/home/peterr/macocu/task6_speech/data/00021531a.flac.wav,znači to je ono što treba mijenjati treba im dati jednaku šansu jednako ih platiti da budu,znači to je ono što treba mijenjati i treba im dati jednaku šansu i jednako ih platiti znači da budu,znači to je ono što treba mijenjati i treba im dati jednaku šansu i jednakoi i platiti znači da budu,znači to je ono što treba mijenjati treba im dati jednaku šansu i jednako ih platiti znači da budu
/home/peterr/macocu/task6_speech/data/00021531b.flac.wav,u jednakoj poziciji kao i njihovi muški kolege jer za to očito jesu osposobljene,jednakoj poziciji kao i njihovi muške kolege jer za to očito jesu osposobljene,u ojednakoj poziciji kao i njihovi muke kolege jer za to očito jesu osposobljene,ujednakoj poziciji kao i njihovi muške kolege jer za to očito jesu osposobljene
/home/peterr/macocu/task6_speech/data/00021531c.flac.wav,ako su visokoobrazovane onda imaju sve predispozicije da budu kvalitetni rukovodioci znači trebamo tu postići tu ravnopravnost,ako su visoko obrazovane onda imaju sd preda is pozicije da budu kvalitetni rukovodioci i znači trebamo tu postići tu ravno pravnosti,ako su visokoobrazovane onda imaju srpred ispozicije da budu kvalitetnii rukovodioti znači trebamo tu postići tu ravnopravnost,ako su visoko obrazovane onda imaju svd pred ispozicije da budu kvalitetni rukovodioci znači trebamo tu postići tu ravnopravnost
/home/peterr/macocu/task6_speech/data/00021532a.flac.wav,naravno da trebamo početi od svojih sredina i to je uvijek najbolji početak pogotovo od obitelji odgajajući nove mlade generacije,naravno da trebamo koči od svojih sredina i to je uvijek najbolji početak pogotovo odobitelji odgajući nove mlade generacije,naravno da trebamo počioti svojih sredina i to je uvijek najbolji početak pogotovo od obitelj odgajajući i nove mlade generacije,naravno j da trebamo poći od svojih sredina i to je uvijek najbolji početak pogotovo oda obitelji odgajajući nove mlade generacije da
