path,sentence,15_/checkpoint-13600,classla/wav2vec2-xls-r-sabor-hr
/home/peterr/macocu/task6_speech/data/00021623a.flac.wav,kad govorimo o samoj borbi kažem trezvenih glava mirno smireno temeljem međunarodnih tekovina naročito u europskim,kada govorimo o samoj borbi kažem trezernih glava mjerno smjereno temeljem međunarodnih tekovina naročitou europskim,kada govorimo o samoj borbi kažem tredstvenik glava mirno smireno temeljem medunarodni tekovina naročito o europskim
/home/peterr/macocu/task6_speech/data/00021623b.flac.wav,smatram da možemo vrlo brzo i efikasno ostvariti te stvari koje su nam bitne  pitanje zlostavljanja,smatram da možemo vrlo brzo i efikasno ostvariti te stvari koje su nam bitne pitanje i zlostavljenja a,smatraj da možemo vrlo brzo i eikasno uostvariti te stvari koje su na bitne pitanje izlostavljenja
/home/peterr/macocu/task6_speech/data/00021623c.flac.wav,radnog prava i pitanje političke zastupljenosti su tri područja gdje možemo vrlo efikasno kroz zakonodavni okvir,radnog prava i pitanje političke zastupljinosti su tri područje gdje možemo vrlo efikasno kroz zakonodavni okvir,radnoprava i pitanje političke zastupljinosti su tri područja di možemo vrlo eikasno kroz zakonodavni okvir
/home/peterr/macocu/task6_speech/data/00021623d.flac.wav,donijeti mjere i to završiti sa tom pričom i idemo na pametnije poslove,donijeti mjere i to završiti s tm s tom pričom i idemo na pametnije poslove,donijeti mjere i to završiti ss tom pričom i idemo na pametnije poslove
/home/peterr/macocu/task6_speech/data/00021624.flac.wav,sljedeća se za pojedinačnu raspravu javila uvažena kolegica ljubica ambrušec ,sljedeća se za pojedinačnu  raspravu javila uvažena  kolegica ljubica mbrušacić,sljedeća se za pojedinačnu raspravu javila uvažena kolegica ljubicavanbruac
/home/peterr/macocu/task6_speech/data/00021625a.flac.wav,poštovani zahvaljujem potpredsjedniče hrvatskog sabora,poštovani zahvaljujem potpredsjedniče hrvatskoga sabora,poštovani zahvaljujem potpredsjedniče hrvatskoga sabora
/home/peterr/macocu/task6_speech/data/00021625b.flac.wav,cijenjene predlagateljice cijenjene kolegice i kolege zastupnici,cijenjene predlagateljice cijenjene kolegice i kolege zastupnici,cijenjene predlagateljice cijenjene kolegice i kolege zastupnici
/home/peterr/macocu/task6_speech/data/00021626a.flac.wav,o temi ravnopravnosti spolova često se govori ali čini se da se,o temiranopravnosti spolova često se govori ali činimi se da se,o temiravnopravnosti i splolova često se govori ali čini se da seoli
/home/peterr/macocu/task6_speech/data/00021626b.flac.wav,politička i građanska svijest o ovoj tematici vrlo sporo mijenja,ai građanska svijesta u ovoj tematici vrlo sporo mijenja,titika i gradeninska svijesta u ovoj tematici vrlo sporo nijenja
/home/peterr/macocu/task6_speech/data/00021627a.flac.wav,unatoč zakonskim rješenjima koja su imala za cilj unaprijediti broj žena,unatoš zakonskim rješenjima koja su imala za cilj unaprijediti broj žena,unato zakonskim rješenjima koja su imala za cilj unaprijediti broj žena
/home/peterr/macocu/task6_speech/data/00021627b.flac.wav,koje sudjeluju u procesima i odlučivanjima na lokalnoj regionalnoj i nacionalnoj razini u zadnjih petnaest godina,koje sudjeluju u procesima i odlučivanjima na lokalnoj regionalnoj i nacionalnoj razini u zadnjih petnaest godina,koje sudjeluju u procesima i odlučivanjima na lokalnoj treginalnoj i nacionalnoj razini u zadnjih petnaest godina
/home/peterr/macocu/task6_speech/data/00021627c.flac.wav,politička participacija žena u republici hrvatskoj zasigurno stagnira s tendencijom pogoršanja,politička participacija žena u elha zasigurno stagnira s tendencijom pogoršanja,politička participacija žena u republicihrvatskoj zasigurno stagnira stendencijom pogoršavanja
/home/peterr/macocu/task6_speech/data/00021628a.flac.wav,ponosna sam što zapravo mogu reći da je most nezavisnih lista,ponosno sam štoo mogu reći da je most nezavisnih lista,ponosna snam što zapravo mogu reći da je most nezavisnih lista
/home/peterr/macocu/task6_speech/data/00021628b.flac.wav,druga po redu politička opcija sa brojem žena na listama za protekle parlamentarne,druga po redu politička opcija sa brojem žena na listama za protekle parlamentarne i,druga po redu politička opcija sa brojem žena na listama za protekle parlamentarne ize
/home/peterr/macocu/task6_speech/data/00021629.flac.wav,smatramo da žene na listama nisu tu samo radi kvote nego zapravo zbog toga što su stručne i sposobne ,smatramo odare žene na listama nisu tu samo radi kvote nego zapravo zbog toga što su stručne i sposobile,smatramo držene na listama nisu tu samo radi kvote nego zapravo zbog toga što su stručne i sposobne
/home/peterr/macocu/task6_speech/data/00021630a.flac.wav,ženske kvote na listama su dio mehanizma pozitivne diskriminacije,ženske kvote na listama su dio mehanizima pozitivne diskriminacije,ženske kvote na listima su u dio mehanizma pozitivne diskriminacije
/home/peterr/macocu/task6_speech/data/00021630b.flac.wav,koji za cilj ima prvenstveno mijenjati svijest građana o jednakopravnosti muškaraca i žena,koji za cilj ima prvenstveno mijenjati svijest građana o jednaokopravnosti mu škaraca ižena,koji za cilj ima prvenstveno mijenjati i svijest gradana o jednako pravnosti muškaraca i žena
/home/peterr/macocu/task6_speech/data/00021631a.flac.wav,kvote su dakle privremeni mehanizam kada se svijest građana promijeni i kada zastupljenost oba spola bude ravnopravna,kvote su de priveremeni mehanizom kada se svije iz građana promijeni i kada zastupljenost oba spola bude ravnopravna,kvote su dakle privremjeni mehanizom kada se svjezgradana promijeni i kada zastupljenost oba spola bude ravnopravna
/home/peterr/macocu/task6_speech/data/00021631b.flac.wav,tada neće biti potrebne kvote niti drugi oblici pozitivne diskriminacije,ta da neće biti potrebne kvote niti u drugi ublici pozitivne diskriminacije,tada neće biti potrebne kvote niti  drugiublici pozitivne i diskriminacije
/home/peterr/macocu/task6_speech/data/00021632a.flac.wav,političke stranke a po zadnjoj statistici pretpostavljam da ih ima negdje sto četrdeset četiri,političke stranke a po zadnjoj statistici pretpostavnju da ih ima negdje oko sto četrdeset četiri,političke strankea po zadnjoj statiistici i pretposlavaj da ih ima negdje uko stočetrdeset četiri
/home/peterr/macocu/task6_speech/data/00021632b.flac.wav,moraju preuzeti odgovornost i početi poticati svoje članice za aktiviranje i uključivanje u visoku politiku,moraju preuzeti odgovornost i početi poticati svoje članice za aktiviranje i uključivanje u visoku politiku,moraju preuzetih odgovornosti početi poticati svoje članice za aktiviranje i uključivanje u visoku politiku
/home/peterr/macocu/task6_speech/data/00021633a.flac.wav,na posljednjim lokalnim izborima dvije tisuće trinaest godine na kandidacijskim listama za županijske skupštine bilo je dvije tisuće sedamsto četrdeset,na posljednjim lokalnim izborima dvije tisuće trinaest godine na kandidacijskim listama za županijske skupštine bilo je dvije tisuće sedamsto četrdeset,na poslijednjim lokalnim izborima dvije tisuće trinaest godine na kandidacijskim listama za županijske skupštine bilo je dvije tisuće sednaesto čettrdeset
/home/peterr/macocu/task6_speech/data/00021633b.flac.wav,sedam žena čime je zastupljenost žena na kandidacijskim listama iznosila trideset dva posto,sedamena čime je zastupljen žena na kandidacijskim nistama iznosila trideset dva posto,ei sedam žena čime je zastupljen u žena na kandidacijskim listama iznosila trideset dva posto
/home/peterr/macocu/task6_speech/data/00021634a.flac.wav,usprkos rastu broja kandidiranih žena u odnosu na dvije tisuće devet godinu udio osvojenih mandata u županijskim skupštinama,usrko srastu broja kandidiranih žena u odnosu na dvije tisuće devet godinu udjel osmoženih mandata u županijskim skupštinama,uspretkod srastuu brojakandidiranih žena u odnosu na dvije tisuće devetgodinu udieu osnojenih mandata u županijskim skupštinama
/home/peterr/macocu/task6_speech/data/00021634b.flac.wav,za žene pao je sa dvadeset tri na dvadeset jedan posto što je rezultiralo sljedeće podatke,za žene pae sa dvadeset tri na dvadeset jedan posto što je rezultiralo slijedeće podatke,za žene paoje sa dvadeset tri na dvadeset jedan postom što jee rezultiralo sljedeće podatke
/home/peterr/macocu/task6_speech/data/00021635a.flac.wav,od dvadeset županija u republici hrvatskoj samo jednu vodi žena,od dvadeset županija u erha samo jednodižena,od dvadeset županija u republrichrvatsk samo jednug godi žena
/home/peterr/macocu/task6_speech/data/00021635b.flac.wav,i to izmjenama u dvije tisuće šesnaest godini virovitičkopodravska,i to je izmjenama u dvije tisuće e šesnaest godini vjerovitičko podravska zupanu,i to e izmjenama u dvije tisuće šesnaest godini virovitičkopodrarskaopava
/home/peterr/macocu/task6_speech/data/00021636a.flac.wav,od pedeset pet gradova i općina samo trideset devet vode žene,od petsto pedeset pet gradova i općina samo trideset devet održen,od petsto pedeset pet gradova i općina samo trideset devet vodežene
/home/peterr/macocu/task6_speech/data/00021636b.flac.wav,tojest u petsto šesnaest iliti devedeset tri posto vode muškarci,tujestu petsto šesnaest ili devedeset tri ostoodeuškarci,tojest u pet sto šesnaest ili ti devedeset tri posto vode muškarci
/home/peterr/macocu/task6_speech/data/00021636c.flac.wav,a tek trideset devet iliti sedam posto vode žene,a te trideset devet ili sedam posto vode žene,a tek trideset devet ili ti sedam posto vode žene
/home/peterr/macocu/task6_speech/data/00021637.flac.wav,dakle tek petina mjesta županijama i u zagrebačkoj gradskoj skupštini pripala je vijećnicama ,dakle tek petina mjesta županijama i u zagrebačkoj i gradskoj skupštini pripala je vijećnicama,dakle tek petina mjesta županijama iu zagrebačkoj gradskoj skupštini pripala je vijećnicama
/home/peterr/macocu/task6_speech/data/00021638a.flac.wav,donedavno je u četiri županije bjelovarskobilogorskoj ličkosenjskoj,donedavno je u četiri županije  bjelorskobilogorsko ličkosenskoj,donedavno je u četiri županije brodbjelovorskobilogorskoj ličkosenskoj
/home/peterr/macocu/task6_speech/data/00021638b.flac.wav,virovitičkopodravskoj koja je donedavno rekli smo izmijenjena te dubrovačkoneretvanskoj gdje je također donedavno izmijenjeno su bile doslovce muške županije,virovitičko podravskoj koje je doniedavno rekli smo izmijenjena te dubrovačko neretvansko gde je također donedavno izmijenjenao su bile doslovce muške županije,virovitičko podraskoj koj je donedavno rekli smo izmijenjena te dubrovačkoneretso gdje je takoćer donedavno izmijenjeno su bile doslovce muške županije
/home/peterr/macocu/task6_speech/data/00021639.flac.wav,dakle načelnici gradonačelnici su bili isključivo muškarci ,dakle načelnici i gradonačelnici su bili isključivo muškarci,idakle načelnici i gradonačelnici su bili isključivo moškarci
/home/peterr/macocu/task6_speech/data/00021640.flac.wav,još od pet županija s ukupno od sto dvadeset tri grada i općine žene vode samo po jedan grad ili samo jednu općinu ,pet županija sukupnod sto dvadeset tri grada i općine žene vode samo po jedan grad ili samo jednu opčinu,o peužupanija sukupno od sto dvadeset tri grada i općine žene vode samo po jedan grad ili samo jednu općinu
/home/peterr/macocu/task6_speech/data/00021641.flac.wav,dakle podaci da se možemo svi skupa duboko zamisliti o ravnopravnosti spolova ,dakle podaci da se možemo svi skupa duboko zamisliti o ravnopravnosti i spolova,dakle podaci da se možemo svi skupadubloko zamisliti u ravnopravnosti spolavaa
/home/peterr/macocu/task6_speech/data/00021642a.flac.wav,no pred nama su lokalni izbori na kojima će se po prvi puta,no pred nama su lokalni izborvi na kojima će se po prvi puta,nopred nama su lokalni izborni na kojima će se po prvi puta
/home/peterr/macocu/task6_speech/data/00021642b.flac.wav,primjenjivati sankcija iz zakona o ravnopravnosti spolova donesenog dvije tisuće osam godine,primjenjivati sancija i zakona o ravnopravnosti spolova donesejendvije tisuće osam godine,primjenjivati sankcija i zakona o ravnopravnosti spolova doneseenog dvije tisuće osam godine
/home/peterr/macocu/task6_speech/data/00021643.flac.wav,sankcije stupaju na snagu nakon devetogodišnje odgode koja je imala za cilj omogućiti političkim strankama vrijeme za unapređenje sudjelovanja žena u političkim procesima ,sankcije stupaju na snagu nakon devetogodišnje odgode koje je imala za cilj omogućiti političkim strankama vrijeme za unapređenije sudjelovanja žena u političkim procesima,stavnicie stupaju na snagu nakon devetogodišnje odgode kojaje imala za cilj omogućiti političkim strankama vrijeme za unapreenje sudjelovanja žena u političkim procesima
/home/peterr/macocu/task6_speech/data/00021644.flac.wav,na nacionalnoj razini postoji trend laganog rasta zastupljenosti žena na izbornim listama za parlamentarne izbore ,na nacionalnalnoj razini  postoji trent ulaganog rasta zastupljenosti i žena na izbornim listama za parlamentarne izbore,na nacionnalnoj razini postoji trent laganograsta zastupljenosti žena na izbornim listama za parlamentarne izbore
/home/peterr/macocu/task6_speech/data/00021645.flac.wav,ali izbori dvije tisuće petnaest i šesnaeste godine prekinuli su taj trend te je došlo do negativnog preokreta u području sudjelovanja žena u hrvatskom saboru ,ali izbori dvije tisuće petnatšesnaest godine prekinuli su taj trend da je došlo do negativnog preohreta u području sudjelovanja  žena u hrvatskom saboru,ali izbori dvije tisuće petnaest esnaest godine prekinuli su taj trent taje došlo  do negativnog preohreta u području sudjelovanja žena u hrvatskom saboruu
/home/peterr/macocu/task6_speech/data/00021646a.flac.wav,su izbori dvije tisuće petnaest godine nedavno sjećate se doveli do najmanjeg broja žena u saborskim klupama,izbori dvije tisuće petnaest godine nedavno osjećate se doveli do najmanjek broja žena u saborskim klupama,u izbori dvije tisuće petnaest godine nedavno sjećate se dovili do najmajnjig broja žena u saborskim klupama
/home/peterr/macocu/task6_speech/data/00021646b.flac.wav,u zadnjih deset godina a izbori dvije tisuće šesnaest godine još su otišli daleko korak unazad,u zadnjih deset godina a izbor i dvije tisuće šesnaest godine još su otišli daleko korak unazad,u zadnjih deset godina a izborii dvije tisuće šesnaest godine još su otišli daleko korak unazad
/home/peterr/macocu/task6_speech/data/00021646c.flac.wav,i vratili političku participaciju žena na stanje iz devedesetih godina prošlog stoljeća,i vratili političku participaciju žena na stanje iz devedesetih godina prošlog stoljeća,i vratili političku participaciju u žena na stanje iz devedesetih godina prošlog stoljeća
/home/peterr/macocu/task6_speech/data/00021647a.flac.wav,iako se generalno čini da je rodna kvota ispoštovana na kandidacijskim listama došlo je do malog broja žena koje su ujedno i osvojile mandat,viiko su generalno čini da je rodna kvota ispoštovana na kandidacijskim listama došlo je do malog broja žena koje su ujedno i osvojile mandat,ko sageneralno čini da je rodna kvota ispoštovana na kandidacijskim listama došlo je do mallog broja žena koje su ujedno i usvojile mandat
/home/peterr/macocu/task6_speech/data/00021647b.flac.wav,samo petnaest i dvadeset tri posto dvije tisuće petnaest godine i dvanaestpet posto dvije tisuće šesnaest godine,samo pettnaestdvadeset tri posto dvije tisuće petnaest godine dvanaestpet posto dvije tisuće šesnaest godine,samo petnaestdvadeset tri postoo dvije tisuće petnaest godine i dvanaestpetposto dvije tisuće šesnaest godine
/home/peterr/macocu/task6_speech/data/00021648a.flac.wav,od nepoštivanja rodnih kvota na kandidacijskim listama i stavljanjem najvećeg broja,od nepoštivanja rodnih kvota na kandidacijskim listama i stavljene najvećeg broja,od nepoštivanja rodnih kvota na kandidacijskim listava i stavljene najvećeg broja
/home/peterr/macocu/task6_speech/data/00021648b.flac.wav,žena na donje polovice izbornih lista odakle doista nemaju realnu šansu osvojiti mandat u saboru,žena na doljnje polovica i izbornih lista odakle doista nemaju realnu šansu osvojiti mandat u saboru,žena nadbolnje polovice  izbornih lista odakle doista nemaju realnu šansu osvojiti mandat u saboru
/home/peterr/macocu/task6_speech/data/00021649a.flac.wav,nije iznenađujuće da je broj žena u hrvatskom saboru izuzetno mali a to i vidimo koliko nas ima u klupama,nije iznenađujuće da je broj žena u hrvatskom saboru izuzetno mali a to i vidimo koliko nas ima u klupama,nije iznenažajuće da je broj žena u hrvatskom saboru izuzetno mali a to i vidimo koliko nas ima u klupama
/home/peterr/macocu/task6_speech/data/00021649b.flac.wav,je svrstao republiku hrvatsku među najlošije zemlje u eu po pitanju političke participacije žena u parlamentima,te je svrsta u eru hat među najlošije zemlje u eu po pitanju političke praticipacije žena u parlamentima,taje svrstavo repubriku hrvatsku medu najlošijje zemlje u eu po pitanju političke praticipacije žena u parlamentima
/home/peterr/macocu/task6_speech/data/00021650a.flac.wav,nadamo se da će sve političke stranke preuzeti odgovornosti,nadamo se da će sve političke stranke preuzeti odgovornost,nadamo se da će sve političke stranke preuzeti odgovornost
/home/peterr/macocu/task6_speech/data/00021650b.flac.wav,i prilikom kreiranja izbornih lita na lokalnim izborima u dvije tisuće sedamnaest godini provoditi odredbe zakona,i prilikom kreiranja izbornih lista na lokalnim izborima u dvije tisuće sedamnaest godini provoditi odredbe zakona,i prilikom kreiranja izbornih lista na lokalnim izborima u dvije tisuće sedamnaest godini provoditiodredbe zakona
/home/peterr/macocu/task6_speech/data/00021650c.flac.wav,te tako doprinijeti ravnopravnosti spolova i demokratskom razvoju republike hrvatske,te tako doprinijeti ravnopravnosti i spolova i demokratskom razvoju erha,te tako doprinjeti ravnopravnosti i spolova i demokratskom razvoju republikehrvatsk
/home/peterr/macocu/task6_speech/data/00021651.flac.wav,vi o tome imate pravo i govoriti jer na vašoj listi je bilo više od pedeset posto vijećnica na listi ,armimate pravo govoriti jer na našoj vaše listi je bilo više od pedeset posto vijećnica na listi,oe imate pravi govoriti jer na vnašoj vašojlisti je bilo iše od pedeset posto vijećnjica na listi
/home/peterr/macocu/task6_speech/data/00021652.flac.wav,također tako je i stanje u aktualnom gradskom tojest općinskom vijeću gdje ste vi načelnica ,također takoje i stanje u aktualnom gradskom  tojest općinskom vijeću  vi ste vi načelnica,takoer tako je i stanje u aktualnom gradskomtojestopćinskom vijeću  gdje ste vi načilnica
/home/peterr/macocu/task6_speech/data/00021653.flac.wav,i zaista vi svojim primjerom ste pokazali u praksi kako to treba funkcionirati ne samo deklaratorno pozitivnu diskriminaciju ,i zaista vaš vi svojim primjeram ste pokazali u praksi kako to treba funkcionirati ne samo deklaratorno pozivati se na pozitivnu diskriminaciju,i zaita vašvi svoim primjerim ste pokazali u praksi kako to treba unkcionirati ne samo daklaratornao opozivati se na pozitivnu diskriminaciju
/home/peterr/macocu/task6_speech/data/00021654.flac.wav,naravno vi niste samo to gledali po ženskoj kvoti nekakvoj propisanoj nego očito i prema sposobnosti a i zbog toga ste vjerojatno izabrani i za načelnicu ,naravno vi niste samo to gledali po ženskoj koti nekako je propisano neočito i prema sposobnosti ja i zbog toga ste jeroi izabrani i za načelnicu,naravno  viniste samo to gledali porženskoj kvoti nekako je propisanom nego očito i premasposobnosti jai zbog toga d stevi rasprii izabrani i zanačenicu
/home/peterr/macocu/task6_speech/data/00021655a.flac.wav,ja mogu doista sa ponosom reći da eto kad smo kreirali našu listu i za,ja mogu doista spolno sam reći da eto kada smo kreirali našu listu za,ja mogu dadoista spolnostom reći da eto kada smo kreirali našu listu za
/home/peterr/macocu/task6_speech/data/00021655b.flac.wav,i za općinsko vijeće i kad sam ja bila kandidirana za načelnicu općine mogu samo reći da smo zaista gledali da to bude zastupljena kvota,i za općinsko vijeće i kada sam ja bila kandidirana za načelnicu općine mogu samo reći da smo zaista gledali i da to bude zastupiljena kvota,i za opinsko vijeće i kada sam ja bila kandidirana za načelnic općine mogu samo reći da smo zaista gledali i da tu bude zastuplina kvota
/home/peterr/macocu/task6_speech/data/00021656a.flac.wav,ali eto bogu hvala dogodilo se to da je ipak premašilo malo pa je veća zastupljenost žena,ali eto bogu hvala dogodilo se to da je ipak premašilo malo pa je već  zastupljenos žena,ali eto bogu hvala dogodilo se to da je ipak premašilo malo pa eje veća zastupljenos ržena
/home/peterr/macocu/task6_speech/data/00021656b.flac.wav,što je i sada veća zastupljenost žena u samom općinskom vijeću,što je i sada već  zastupljeno žena u samom općinskom vijeću,što je i sada već zastupljenod zena u samom opčinskom vijećju
/home/peterr/macocu/task6_speech/data/00021657.flac.wav,ali isto tako mogu s ponosom reći da te žene zaista odrađuju velike stvari odrađuju čuda ja bih rekla u našoj općini ,ali isto tako mogu sa porno som reći da te žene zaista odrađuju velike stvari odrađuju čuda ja bih rekala u našoj općini,ali isto tako mogu spolnostom reći da te žene zaista odražuju velike stvari odražuju čuda ja bih rekla uu našoj općini
/home/peterr/macocu/task6_speech/data/00021658.flac.wav,i mogu reći naravno uz podršku i svih onih muškaraca koji su da tako kažem bili u manjini ,i mogu reći naravno u podršku i svih onih muškaraca koji su da tako kažem bili umanjenji,i mogu reći naravno vu s podršku i svih onih muškaraca koji su da tako kažem bili umajnjeni
/home/peterr/macocu/task6_speech/data/00021659.flac.wav,pa poštovana kolegice moram reći da se u najvećem dijelu slažem sa vašim iznesenim stavovima ,poštovana kolegice moram reći da se u najvećem dijelu slažem sa vašim iznesenim stavovima,poštovana kolegice  moram reći da se u najvećem dijelu slažem ssa vašim iznesenim stavovima
/home/peterr/macocu/task6_speech/data/00021660.flac.wav,jedino moram upozoriti na činjenicu da virovitičkopodravska županija nije bila kompletno muška imali su predsjednicu županijske skupštine ,jedino mmoram upozoriti na činjenicu da vjeovitičkupodravska županija  nije bila kompletno muška imali su predsjednicu županijske skupštine,jedino moramo upozoriti na činjenicu da virovitiikopodravska županija nije bila kompletno muška imali su predsjednic županijske skupštine
/home/peterr/macocu/task6_speech/data/00021661a.flac.wav,i ono što je mene jednostavno zasmetalo ili da tako kažem ostalo onako u,i ono što je mene jednostavno zasmetalo ili da tako kažemo ostalo onako,i ono što je mene jednostavno zasmetali ili da tako kažemo ostalo onako uhu
/home/peterr/macocu/task6_speech/data/00021661b.flac.wav,to je vaša izjava da političke stranke moraju poticati žene na aktivnije bavljenje politikom,to je vaša e izjava da političke stranke moraju poticati žene na aktivnije bavljenje politikom,to je vaša izjava da političke stranke moraju poticati žene na aktivnije bavljenje politikom
/home/peterr/macocu/task6_speech/data/00021662a.flac.wav,slažem se i sa tom vašom izjavom ali mislim da mi moramo utjecati kao svi odgovorni političari posebno ovdje mi u saboru,slažem se i sa tom vašom izjavom ali mislim da mi moramo utjecati kao svi odgovorni političari i posebno ovdje mi u saboru,slažem se i sa tom vašom izjavom ali mislim da mi moramo utjecati kao svi odgovorni političari posebno ovdje mi u saboru
/home/peterr/macocu/task6_speech/data/00021662b.flac.wav,prvenstveno na cjelokupno društvo a posebno od lokalne samouprave,prvenstveno na cjelokupno društvo a posebno od lokalne samouprave,prvenstveno  na cjelokupno društvo a posebno od lokalne samouprave
/home/peterr/macocu/task6_speech/data/00021663a.flac.wav,jedne male sredine ovdje je već bilo govora upravo o problemima male sredine,saaimim jedne male sredine ovdje je već bilo govora upravo o problemima male sredine,a sm  jedne male sredine ovdje je već bilo govora upravo o problemima male sredine
/home/peterr/macocu/task6_speech/data/00021663b.flac.wav,gdje vrtić radi od šest do šesnaest sati gdje nema cjelodnevnog boravka u školi i gdje bez pomoći svoje obitelji koja je na svu sreću velika ne bih uspjela danas biti ovdje i sudjelovati u ovoj raspravi,gdje vrtić radi od šest do šesnaest sati gdje nema cijelodnevno boravka u školi i gdje bez pomoći svoje obitelji koje na svu sreću velika ne bih uspjela danas biti ovdje i sudjelovati u ovoj raspravi,gdje vrtić radi od šest do šesnaest sati gdje nema cijelodnevnog boravka u školi i gdje bes pomoći svoje obitelji koje e na svu sreću velika ne bih uspjela danas biti ovdje i sudjelovati u ovoj raspravi
/home/peterr/macocu/task6_speech/data/00021664a.flac.wav,dakle u malim sredinama žene se posebno susreću sa problemima koje nemaju žene u velikim gradovima i mislim da se posebno moramo i možemo utjecati prvenstveno,dakle u malim sredinama žene se posebno susreću sa problemima koje nemaju žene u velikim gradovima i mislim da se posebno moramo i možemo utjecati i prvenstveno,dakle u malim sredinama žene se posebno  susreću sa problemima koje nemaju žene u velikim gradovima i mislim da se posebno moramo i možemo utjecati prvenstveno
/home/peterr/macocu/task6_speech/data/00021664b.flac.wav,lokalne sredine kako bi poboljšali upravo takve uvjete ženama pa će se onda aktivnije i baviti politikom,lokalne sredine kako bi poboljšali upravo takve uvjete ženama pa će se onda aktivnije i baviti politikom,elokalne sredine kako bi poboljšali upravo takve u vjete ženama pa će se onda aktivnije ibaviti politikom
/home/peterr/macocu/task6_speech/data/00021665a.flac.wav,toliko niti problem u političkim strankama ja vjerujem da smo ipak svi doživjeli određene promjene i da to više nije kao što je nekada bilo određene prepreke nego jednostavno da moramo utjecati na društvo u cjelini i na jednostavno,lio nijiti problem u političkim strankama ja vjerujem da smo ipak svi doživjeli određene promjene i da to više nije kao što je nekada bilo određene prepreke nego  enostavno da moramo utjecati  društvo u cjelini i na jednostavno,oiko niti problem u političkim strankama ja vjerujem da smo ipak svi doživili odredene promjene i da je to više nije kao što je nekada bilo odredene prepreke nego jednostavno da moramo utjecati na društvo u cjelini i najednostavno
/home/peterr/macocu/task6_speech/data/00021665b.flac.wav,poimanje žene političarke na taj način da im se omogući evo bolji uvjeti kako bi oni imali dakle svoju obitelj koja je uvijek na prvom mjestu osigurana doma u vrtićima u školama pa će onda i slobodnije moći upravo i sudjelovati u svim ovim ostalim poslovima,oimanje žene političarke na taj način da im se omogući o bolji uvjeti kako bi oni imali k svoje obitelji koji je uvijek na prvo mjesto osiguranna doma u vrtićima u školama pa će onda i slobodnije moći upravo i sudjelovati u svim ovim ostalim poslovima,pojimanje žene političarke na taj način da im se omogući evo bolji uvjeti i kako bioni imali dakle svoju obitelj koji je uvijek na prvom mjestu osigurana doma o vrtićima u školama pa će onda i slobodnije moći upravo i sudjelovati u svim ovim ostaovim poslovima
/home/peterr/macocu/task6_speech/data/00021666a.flac.wav,jedino možda mala ispravka što se tiče ovog podatka,n možda mala ispravka što se tiče ovog podatka,oidno možda mala ispravka što se tiče ovog podatka
/home/peterr/macocu/task6_speech/data/00021666b.flac.wav,gdje se izričito govori o četiri muške županije,gdje se izričito govori o četiri muške županije,gdje se izričito govori o četiri muške županije
/home/peterr/macocu/task6_speech/data/00021667.flac.wav,to je dakle bilo ja sam na kraju bila rekla da je došlo do promjene u virovitičkopodravskoj županiji kada je gospodin tolušić otišao jel tako ,to je dakle bilo ja sam na kraju bila rekla da je došlo do promjene u verovitičko podravskoj županiji kada je gospodin dolušićoćtko,to je dakle bilo ja sam na kraju bila rekla da je došlo do promjene uviriovitičkopodravskoj županiji kada je gospodin tolušić otiaotako
/home/peterr/macocu/task6_speech/data/00021668.flac.wav,a do tada je bilo zaista čvrsto muška županija ,o tada je bilo zaista čvrsto muška županija,eoada je bila zaista čvrsto muška županija
/home/peterr/macocu/task6_speech/data/00021669a.flac.wav,dakle to je što se tiče tog dijela a tako isto i dubrovačkoneretvanska od kada je kolegica ujdur postala,dakle to je što se tiče to tog dijela tako isto i dubrovačkoneritvanska kada je kolegica u idoru postala,dakle to je što se tiče tog tog dijela tako isto i dubrovačko neretlantska od kadaje kolegica uidoru postala
/home/peterr/macocu/task6_speech/data/00021669b.flac.wav,u metkoviću isto u zamjenu gospodinu petrovu gradonačelnica,u metkoviću iisto u zamjenu gospodinu petrovu gradonačelnica,u metkoviću i istou zamjenu gospodinu petrovu gradonačelica
/home/peterr/macocu/task6_speech/data/00021670.flac.wav,dakle to su te dvije stavke ,dakle to su ta e dvije stavke,dakle to su te dvije stavke
/home/peterr/macocu/task6_speech/data/00021671.flac.wav,ali inače statistika je bila četiri i to se gotovo tri godine govorilo to su doista četiri muške županije ,iznače statistika je bila četiri i to se gotovo tri godine govorilo to su doista četiri muške županije,inaae statistika je bila četiri i to se gotovo tri godine govoruto su doista četiri škmuške županije
/home/peterr/macocu/task6_speech/data/00021672a.flac.wav,što se tiče ovog dijela da svakako se slažem sa vama za i vrtiće i sve ostale dijelove koji zapravo,što se tiče ovog dijela da svaakoko se slažem sa vama za ivrtiče i sve ostali dijelove koji zapra,što se tiče ovog djela dasoako ko se slažem s vama za ivrtiće i sve ostali djelove koji  zapravo
/home/peterr/macocu/task6_speech/data/00021672b.flac.wav,prate i našu djecu i cijeli ovaj popratni segment da bi zapravo majke,prate i našu djecu i cijeli ovaj popratni segment da bi zapravo majke,prate i našu djecu i cijeli ovaj spopratni segment da bi zapravo majke
/home/peterr/macocu/task6_speech/data/00021672c.flac.wav,do nekakve ja bih rekla određene dobi mogle i politički djelovati,do nekakve ja bi rekala određene dobi mogle i politički djelovati,do nekakve ja bih rekla odredene dobi mogle i politički djelovati
